1 4 1.0 0.0
  0.8714	  0.6344	   0.0 0.00107 0.0   0.0 0.0    0 
  1.4178	  0.7853     0.0 0.00046 0.0   0.0 0.0    0  
  1.5113	  1.2420     0.0 0.00081 0.0   0.0 0.0    0 
  0.7209	  1.4432	   0.0 0.00114 0.0   0.0 0.0    0 
