1 4 1.0 0.0
  0.8714	  0.6344	   4.9261 0.00107 0.153   0.0 0.0    0 
  1.4178	  0.7853     13.513 0.00046 0.159   0.0 0.0    0  
  1.5113	  1.2420     7.0422 0.00081 0.140.  0.0 0.0    0 
  0.7209	  1.4432	   4.3478 0.00114 0.177   0.0 0.0    0 
