1 4 1.0 0.0
  1.3433	 0.7125   3.0581  0.00160  0.145 0.0	0.0 0.0
  0.7039	 0.8113   10.989  0.00057  0.163 0.0  0.0 0.0
  0.6079	 1.1227   7.3529  0.00084  0.140 0.0	0.0 0.0
  1.3081	 1.5240   3.7037  0.00128  0.171 0.0	0.0 0.0
