1 4 1.0 0.0
  1.3433	 0.7125	   0.0 0.00160 0.0   0.0 0.0    0 
  0.7039	 0.8113    0.0 0.00057 0.0   0.0 0.0    0  
  0.6079	 1.1227    0.0 0.00084 0.0   0.0 0.0    0 
  1.3081	 1.5240	   0.0 0.00128 0.0   0.0 0.0    0 
