m,n,o,num_images,chi2,source_x,source_y,pos_rms,mag_rms,avg_mag_per,pos_A,mag_A,mag_err_A,mag_per_A,pos_B,mag_B,mag_err_B,mag_per_B,pos_C,mag_C,mag_err_C,mag_per_C,pos_D,mag_D,mag_err_D,mag_per_D,"POW_$z_{s,fid}$",POW_x,POW_y,POW_e,POW_$θ_{e}$,POW_$r_{Ein}$,POW_$\gamma$ (PWI)
1.52121,0.48182,0.0,4,3.128305,0.1018581,0.03794614,0.002372235232855293,54.598726062702234,595.8240420066268,1.0,0.1242564,0.03771261,0.07694165,-1.422794,0.4786385,1.585915,0.00044721359549995833,-58.8907,-69.6567,447.0063161805685,0.004701063709417266,16.0903,14.030299999999999,681.0825242718446,0.00044721359549995833,-51.4269,-61.7029,400.4564032697548,9.99999999999994e-05,98.1293,87.8513,854.7509243043394
1.52121,0.49091,0.0,1,349.1382,0.09186585,0.03662375,0.7171807687047945,242286.43422725477,4681830.013620948,1.0,0.09186633,0.03662343,6.73019e-06,-35.49084,0.4808841,2.199982,0.5212202029852642,-242294.7792,-242305.5452,2250455.2591491733,0.5958263925003658,-242294.7792,-242296.8392,11761782.485436892,0.9186313406367105,-242294.7792,-242305.0552,2357770.564421954,0.7660482295521608,-242294.7792,-242305.05719999998,2357311.7454757732
1.52121,0.5,0.0,0,346.0334,0.0918245,0.03684356,,,,1.0,0.091824,0.03684352,1.805791e-06,-80.61775,0.4809671,1.500867,,,,,,,,,,,,,,,,
1.52121,0.50909,0.0,5,3.121027,0.1038423,0.03791303,0.0023685438564654024,80.16114152722315,874.3485389053446,1.0,0.1222249,0.03772234,0.06168968,-1.423365,0.4785536,1.507941,0.0003605551275463592,-82.9843,-93.75030000000001,670.7997399219765,0.004701063709417266,22.2983,20.238300000000002,982.4417475728156,0.00044721359549995833,-72.5035,-82.7795,605.5615025301674,9.99999999999994e-05,137.5804,127.30239999999999,1238.5911655964194
1.52121,0.51818,0.0,4,3.126127,0.102364,0.03793121,0.0023685438564654024,60.04481995463888,655.2116358874317,1.0,0.1237007,0.03770906,0.07285075,-1.422757,0.4786278,1.56616,0.0003605551275463592,-64.0242,-74.7902,494.68883522199513,0.004701063709417266,17.4158,15.3558,745.4271844660194,0.00044721359549995833,-55.9181,-66.1941,444.16212534059946,9.99999999999994e-05,106.5385,96.2605,936.568398521113
1.52121,0.52727,0.0,4,3.131848,0.1009093,0.0379506,0.002372235232855293,46.562422439425326,508.0626479059185,1.0,0.1251915,0.03769678,0.08429028,-1.422081,0.4786912,1.619758,0.00044721359549995833,-51.3116,-62.0776,376.60783949470556,0.004701063709417266,14.1257,12.0657,585.7135922330098,0.00044721359549995833,-44.7985,-55.0745,335.9527053328143,9.99999999999994e-05,85.7161,75.43809999999999,733.9764545631444
1.52121,0.53636,0.0,4,3.20554,0.0889546,0.03807795,0.0024212600025606498,10.430517875326231,108.48009957548015,1.0,0.1374984,0.03754915,0.1882701,-1.404566,0.4794622,1.941699,0.00044721359549995833,-16.9483,-27.7143,57.42429871818688,0.004799999999999999,5.0752,3.0151999999999997,146.3689320388349,0.00044721359549995833,-14.7475,-25.0235,43.51401323472169,9.99999999999994e-05,29.4581,19.180100000000003,186.6131543101771
1.52121,0.54545,0.0,4,3.170811,0.09365375,0.03802354,0.0024212600025606498,17.407582207546803,187.42873517846854,1.0,0.1325929,0.03760738,0.1452803,-1.413063,0.479105,1.835232,0.00044721359549995833,-23.7084,-34.4744,120.2154932193944,0.004799999999999999,6.8886,4.8286,234.39805825242718,0.00044721359549995833,-20.6588,-30.9348,101.03931490852472,9.99999999999994e-05,40.5017,30.2237,294.0620743335279
1.52121,0.55455,0.0,4,3.222669,0.08693524,0.03808719,0.0024212600025606498,8.539884816699812,86.29352162609518,1.0,0.139568,0.03750825,0.2071993,-1.400082,0.4796354,1.981542,0.00044721359549995833,-15.054,-25.82,39.82909158461824,0.004799999999999999,4.5591,2.4991,121.31553398058253,0.00044721359549995833,-13.0916,-23.3676,27.39976644608797,9.99999999999994e-05,26.3764,16.098399999999998,156.62969449309202
1.52121,0.56364,0.0,4,3.140696,0.09894402,0.03796688,0.002421776207662466,34.34380566528701,374.33478582756425,1.0,0.1272043,0.03767041,0.1002003,-1.419309,0.4787844,1.685889,0.00044721359549995833,-39.778,-50.544,269.4779862530188,0.0048010415536631195,11.1227,9.0627,439.93689320388347,0.00044721359549995833,-34.7115,-44.9875,237.79194239003502,9.99999999999994e-05,66.8206,56.5426,550.1323214633197
1.52121,0.57273,0.0,4,3.1609,0.09522328,0.0379991,0.002421776207662466,20.952178336273295,226.84493166189566,1.0,0.1310071,0.03761937,0.1316297,-1.414499,0.478997,1.794883,0.00044721359549995833,-27.0903,-37.8563,151.62827419654468,0.0048010415536631195,7.787,5.727,278.00970873786406,0.00044721359549995833,-23.6164,-33.892399999999995,129.8209420007785,9.99999999999994e-05,46.0373,35.7593,347.9208017123954
1.52121,0.58182,0.0,4,3.146523,0.097791,0.03798338,0.002372235232855293,29.178821290192655,317.61800440472587,1.0,0.1283841,0.03766083,0.1097714,-1.419023,0.4788427,1.721914,0.00044721359549995833,-34.8943,-45.6603,224.11573472041619,0.004701063709417266,9.8436,7.7836,377.8446601941747,0.00044721359549995833,-30.4405,-40.716499999999996,196.22907746204748,9.99999999999994e-05,58.8192,48.5412,472.2825452422651
1.52121,0.59091,0.0,5,3.120578,0.1040001,0.03791805,0.0023685438564654024,82.71574500896126,902.1638440467927,1.0,0.1220866,0.03773046,0.06058896,-1.423677,0.4785405,1.501771,0.0003605551275463592,-85.3927,-96.15870000000001,693.1701653353149,0.004701063709417266,22.9176,20.8576,1012.5048543689321,0.00044721359549995833,-74.6091,-84.8851,626.0519657454263,9.99999999999994e-05,141.5207,131.2427,1276.9283907374977
1.52121,0.6,0.0,4,3.148853,0.09732985,0.03797982,0.002421776207662466,27.45828081449201,298.6815393948267,1.0,0.1288312,0.03764782,0.113539,-1.417273,0.4788752,1.7354,0.00044721359549995833,-33.2652,-44.0312,208.98383800854546,0.0048010415536631195,9.4153,7.3553,357.0533980582524,0.00044721359549995833,-29.0161,-39.292100000000005,182.36765278318416,9.99999999999994e-05,56.1509,45.8729,446.32126872932474
1.52121,0.60909,0.0,5,3.122354,0.1035027,0.03792084,0.0023685438564654024,74.37216356811531,811.3520728353509,1.0,0.1226122,0.03772243,0.06441057,-1.423441,0.4785529,1.52266,0.0003605551275463592,-77.5292,-88.29520000000001,620.1300390117035,0.004701063709417266,20.8981,18.8381,914.4708737864077,0.00044721359549995833,-67.731,-78.00699999999999,559.1183339820942,9.99999999999994e-05,128.6486,118.37059999999998,1151.6890445611984
1.52121,0.61818,0.0,4,3.138409,0.09943781,0.03796181,0.0024181604578687468,36.97257966730209,403.1432727233486,1.0,0.1266848,0.03767646,0.09610343,-1.41956,0.4787625,1.669845,0.0003605551275463592,-42.2612,-53.0272,292.5431915288873,0.0048010415536631195,11.7706,9.7106,471.38834951456306,0.00044721359549995833,-36.8831,-47.159099999999995,258.92467886337096,9.99999999999994e-05,70.8891,60.6111,589.7168709865732
1.52121,0.62727,0.0,4,3.168013,0.09409418,0.038015,0.002421776207662466,18.266704900583466,197.01877643254983,1.0,0.1321983,0.03760875,0.1416369,-1.41332,0.4790664,1.824619,0.00044721359549995833,-24.5299,-35.2959,127.84599665613972,0.0048010415536631195,7.1082,5.0482,245.05825242718444,0.00044721359549995833,-21.3774,-31.6534,108.0323082911639,9.99999999999994e-05,41.8457,31.567700000000002,307.13854835571124
1.52121,0.63636,0.0,0,349.1588,0.09181492,0.03677719,,,,1.0,0.09181492,0.03677734,2.774423e-06,44.93061,0.4809728,2.199197,,,,,,,,,,,,,,,,
1.52121,0.64545,0.0,4,3.209747,0.08843839,0.03808,0.0024212600025606498,9.894518845931822,102.25410598109443,1.0,0.1380425,0.03753826,0.1931383,-1.403567,0.4795062,1.952231,0.00044721359549995833,-16.4162,-27.1822,52.48188742336987,0.004799999999999999,4.9309,2.8709000000000002,139.36407766990294,0.00044721359549995833,-14.2824,-24.5584,38.98793304787856,9.99999999999994e-05,28.5916,18.3136,178.1825257832263
1.52121,0.65455,0.0,4,3.176985,0.09274555,0.03803515,0.0024212600025606498,15.667028145519495,167.9680283240238,1.0,0.133562,0.03759738,0.1535031,-1.411763,0.4791657,1.857536,0.00044721359549995833,-22.0394,-32.8054,104.71298532416868,0.004799999999999999,6.4442,4.3842,212.8252427184466,0.00044721359549995833,-19.1993,-29.4753,86.83631763332038,9.99999999999994e-05,37.7714,27.4934,267.49756762015954
1.52121,0.66364,0.0,4,3.218363,0.08741538,0.0380866,0.0024212600025606498,8.945760414017355,91.11770292876835,1.0,0.1390885,0.03751995,0.2026922,-1.400901,0.4796031,1.972143,0.00044721359549995833,-15.4654,-26.2314,43.65038082853428,0.004799999999999999,4.6719,2.6119,126.79126213592231,0.00044721359549995833,-13.4511,-23.7271,30.898209420007788,9.99999999999994e-05,27.0446,16.766599999999997,163.13095933060904
1.52121,0.67273,0.0,4,3.216902,0.08761746,0.03807922,0.0024212600025606498,9.133616144632967,93.33022951819217,1.0,0.1388546,0.03751704,0.2006965,-1.402071,0.4795785,1.968276,0.00044721359549995833,-15.6545,-26.4205,45.40683633661528,0.004799999999999999,4.7231,2.6630999999999996,129.2766990291262,0.00044721359549995833,-13.6167,-23.892699999999998,32.50973141300117,9.99999999999994e-05,27.3526,17.074599999999997,166.12765129402604
1.52121,0.68182,0.0,4,3.214048,0.08792773,0.03808364,0.0024212600025606498,9.398890297263819,96.45699470263006,1.0,0.1385748,0.03752947,0.1979615,-1.402137,0.4795462,1.962499,0.00044721359549995833,-15.9212,-26.6872,47.884079509567165,0.004799999999999999,4.7962,2.7361999999999997,132.8252427184466,0.00044721359549995833,-13.8496,-24.1256,34.77617750097315,9.99999999999994e-05,27.7858,17.507799999999996,170.34247908153333
1.52121,0.69091,0.0,4,3.21639,0.08764408,0.0380885,0.0024212600025606498,9.154578321391982,93.58264210861356,1.0,0.1388425,0.03752688,0.2004822,-1.402304,0.4795826,1.96756,0.00044721359549995833,-15.6758,-26.4418,45.604681404421335,0.004799999999999999,4.7293,2.6693000000000002,129.57766990291265,0.00044721359549995833,-13.635,-23.911,32.68781627092254,9.99999999999994e-05,27.3868,17.108800000000002,166.4604008561977
1.52121,0.7,0.0,4,3.309418,0.07845069,0.03817709,0.0024708298201211684,4.234011853726911,38.81148543914814,1.0,0.148564,0.03736968,0.2906091,-1.377775,0.4805967,2.118653,0.00044721359549995833,-10.1793,-20.9453,5.4495634404607145,0.004900000000000002,3.2033,1.1433,55.49999999999999,0.00044721359549995833,-8.8283,-19.104300000000002,14.088166601790576,9.99999999999994e-05,18.5218,8.243799999999998,80.20821171434129
1.52121,0.70909,0.0,4,3.386686,0.07230097,0.03825529,0.0024708298201211684,3.3293338684337437,33.43027281970942,1.0,0.1550967,0.03726275,0.3529256,-1.358355,0.4815434,2.195933,0.00044721359549995833,-8.3253,-19.0913,22.670443990339955,0.004900000000000002,2.6604,0.6004,29.145631067961165,0.00044721359549995833,-7.2057,-17.4817,29.8783573374854,9.99999999999994e-05,15.6253,5.347299999999999,52.02665888305117
1.52121,0.71818,0.0,4,3.332902,0.07646688,0.03820122,0.0024708298201211684,3.802993714496515,36.80235531084653,1.0,0.1506315,0.03733603,0.3104784,-1.372017,0.4808731,2.145415,0.00044721359549995833,-9.4854,-20.2514,11.894854170536872,0.004900000000000002,3.0028,0.9428000000000001,45.76699029126214,0.00044721359549995833,-8.2211,-18.4971,19.99708057609965,9.99999999999994e-05,17.4264,7.1484000000000005,69.55049620548746
1.52121,0.72727,0.0,4,3.391273,0.07194196,0.03826769,0.0024708298201211684,3.309694104067625,33.18665355368153,1.0,0.1554979,0.03726231,0.3565784,-1.358231,0.4816143,2.19966,0.00044721359549995833,-8.2406,-19.0066,23.457180011146196,0.004900000000000002,2.6353,0.5752999999999999,27.927184466019412,0.00044721359549995833,-7.1314,-17.4074,30.601401323472167,9.99999999999994e-05,15.4952,5.2172,50.76084841408834
1.52121,0.73636,0.0,4,3.254493,0.08353378,0.03812918,0.0024212600025606498,6.229834015244708,57.80745787517205,1.0,0.1431608,0.03746187,0.240106,-1.392123,0.4799851,2.041668,0.00044721359549995833,-12.6253,-23.3913,17.27010960430986,0.004799999999999999,3.891,1.831,88.88349514563106,0.00044721359549995833,-10.9675,-21.243499999999997,6.729272090307509,9.99999999999994e-05,22.4417,12.1637,118.34695466043976
1.52121,0.74545,0.0,4,3.335476,0.07628582,0.03820787,0.0024708298201211684,3.7651320876564203,36.61143951550375,1.0,0.1508889,0.03733671,0.3125622,-1.371522,0.4808924,2.147737,0.00044721359549995833,-9.4169,-20.1829,12.531116477800483,0.004900000000000002,2.9837,0.9236999999999997,44.839805825242706,0.00044721359549995833,-8.1611,-18.4371,20.58096535616972,9.99999999999994e-05,17.3178,7.039799999999998,68.49387040280209
1.52121,0.75455,0.0,4,3.391515,0.07193587,0.03826754,0.0024708298201211684,3.309495400737097,33.18116416310461,1.0,0.1555023,0.03726285,0.3566637,-1.357587,0.4816152,2.199858,0.00044721359549995833,-8.2392,-19.005200000000002,23.47018391231655,0.004900000000000002,2.6347,0.5747,27.898058252427184,0.00044721359549995833,-7.1301,-17.4061,30.61405216037369,9.99999999999994e-05,15.4933,5.215299999999999,50.74236232730102
1.52121,0.76364,0.0,4,3.386833,0.07226327,0.03826423,0.0024708298201211684,3.32742924417635,33.410318169190816,1.0,0.1551321,0.03726884,0.3532089,-1.359596,0.4815639,2.196048,0.00044721359549995833,-8.3181,-19.0841,22.737321196358913,0.004900000000000002,2.6584,0.5983999999999998,29.04854368932038,0.00044721359549995833,-7.1993,-17.4753,29.940638380692874,9.99999999999994e-05,15.6138,5.335799999999999,51.914769410391116
1.52121,0.77273,0.0,4,3.37499,0.07317648,0.03824048,0.0024708298201211684,3.385985417127486,34.04475463843893,1.0,0.1542076,0.03727508,0.3441114,-1.361286,0.4813944,2.185607,0.00044721359549995833,-8.5335,-19.299500000000002,20.73657811629203,0.004900000000000002,2.7237,0.6637,32.21844660194175,0.00044721359549995833,-7.388,-17.664,28.10432074737252,9.99999999999994e-05,15.9432,5.665199999999999,55.11967308814943
1.52121,0.78182,0.0,4,3.390786,0.07197483,0.03825909,0.0024708298201211684,3.311256778777508,33.207070078895704,1.0,0.1554661,0.0372554,0.356265,-1.357758,0.4816109,2.199339,0.00044721359549995833,-8.2476,-19.0136,23.39216050529444,0.004900000000000002,2.6374,0.5773999999999999,28.029126213592225,0.00044721359549995833,-7.1377,-17.4137,30.540093421564812,9.99999999999994e-05,15.5061,5.2280999999999995,50.86690017513135
1.52121,0.79091,0.0,4,3.128389,0.1018074,0.03793,0.0024181604578687468,54.327554739100854,592.8475843793578,1.0,0.1242625,0.03769623,0.07715922,-1.421493,0.4786529,1.58705,0.0003605551275463592,-58.6339,-69.3999,444.6210291658926,0.0048010415536631195,16.0227,13.9627,677.8009708737864,0.00044721359549995833,-51.2039,-61.4799,398.2862981704943,9.99999999999994e-05,97.7111,87.4331,850.6820393072582
1.52121,0.8,0.0,4,3.358921,0.07438664,0.03823036,0.0024708298201211684,3.5012531656536914,34.98567079236156,1.0,0.1528761,0.03730151,0.3316467,-1.366096,0.4812033,2.171307,0.00044721359549995833,-8.858,-19.624000000000002,17.72245959502136,0.004900000000000002,2.8196,0.7595999999999998,36.87378640776698,0.00044721359549995833,-7.672,-17.948,25.340599455040874,9.99999999999994e-05,16.4454,6.167399999999999,60.005837711617026
1.52121,0.80909,0.0,4,3.388901,0.07211911,0.03826233,0.0024708298201211684,3.319294196436948,33.307751191429205,1.0,0.1552932,0.03726246,0.3547382,-1.358881,0.4815859,2.197797,0.00044721359549995833,-8.2831,-19.0491,23.062418725617693,0.004900000000000002,2.6478,0.5878000000000001,28.533980582524276,0.00044721359549995833,-7.1688,-17.4448,30.23744647722849,9.99999999999994e-05,15.5606,5.2826,51.39715898034637
1.52121,0.81818,0.0,4,3.377893,0.07293989,0.03824977,0.0024708298201211684,3.3701373347387484,33.879656810090296,1.0,0.1544202,0.03727614,0.3464103,-1.361306,0.4814359,2.188544,0.00044721359549995833,-8.4791,-19.2451,21.241872561768524,0.004900000000000002,2.7067,0.6467,31.393203883495147,0.00044721359549995833,-7.3404,-17.6164,28.567536006228107,9.99999999999994e-05,15.8606,5.582599999999999,54.31601478886942
1.52121,0.82727,0.0,4,3.379272,0.07283912,0.03824955,0.0024708298201211684,3.363243189987902,33.810557868706454,1.0,0.1545221,0.03727349,0.3473993,-1.36056,0.4814513,2.189627,0.00044721359549995833,-8.4551,-19.2211,21.464796581831695,0.004900000000000002,2.6996,0.6396000000000002,31.048543689320397,0.00044721359549995833,-7.3194,-17.595399999999998,28.77189567925263,9.99999999999994e-05,15.8237,5.5457,53.95699552442109
1.52121,0.83636,0.0,4,3.335977,0.07621432,0.0382042,0.0024708298201211684,3.7557972545785807,36.557593623685044,1.0,0.1509352,0.03733111,0.3131417,-1.371335,0.4809127,2.148543,0.00044721359549995833,-9.3993,-20.165300000000002,12.694594092513467,0.004900000000000002,2.9783,0.9182999999999999,44.57766990291262,0.00044721359549995833,-8.1458,-18.421799999999998,20.729855975087585,9.99999999999994e-05,17.2905,7.012500000000001,68.2282545242265
1.52121,0.84545,0.0,4,9398.168,-0.004630564,0.07854002,0.10821516760602465,6.033752917132089,56.80716365755059,1.0,0.3897191,0.001990369,0.9705889,-10.31758,0.7498949,2.199995,0.01904652199221685,-1.7217,-12.4877,84.00798811071893,0.13906635107027152,1.1096,-0.9504000000000001,46.13592233009709,0.15734122155366664,-2.7231,-12.9991,73.50038925652004,0.04882222854397368,7.854,-2.4240000000000004,23.58435493286632
1.52121,0.85455,0.0,4,3.368991,0.07361919,0.03823802,0.0024708298201211684,3.424152306045979,34.38264864968026,1.0,0.1537047,0.03728702,0.3395026,-1.362528,0.4813205,2.180498,0.00044721359549995833,-8.6505,-19.4165,19.649823518484126,0.004900000000000002,2.7582,0.6981999999999999,33.89320388349514,0.00044721359549995833,-7.4904,-17.7664,27.107824056052937,9.99999999999994e-05,16.1241,5.846099999999998,56.87974314068883
1.52121,0.86364,0.0,5,3.122613,0.1033649,0.03792046,0.002372235232855293,72.52646612916557,791.2451936942973,1.0,0.1227282,0.0377194,0.06535846,-1.423229,0.4785709,1.527591,0.00044721359549995833,-75.7892,-86.5552,603.9680475571241,0.004701063709417266,20.45,18.39,892.7184466019418,0.00044721359549995833,-66.2091,-76.4851,544.3080965356171,9.99999999999994e-05,125.8013,115.52329999999999,1123.9861840825063
1.52121,0.87273,0.0,0,349.1249,0.09186932,0.03669198,,,,1.0,0.09186922,0.03669218,3.996129e-06,47.57277,0.480882,2.196426,,,,,,,,,,,,,,,,
1.52121,0.88182,0.0,0,345.8642,0.09195217,0.03652995,,,,1.0,0.09195118,0.0365301,3.78179e-06,-107.1574,0.4806517,1.502123,,,,,,,,,,,,,,,,
1.52121,0.89091,0.0,0,345.9107,0.09174576,0.03679039,,,,1.0,0.09174557,0.03679033,1.079489e-06,-62.57247,0.48094,1.501228,,,,,,,,,,,,,,,,
1.52121,0.9,0.0,4,3.33405,0.07636932,0.03820877,0.0024708298201211684,3.783075148275541,36.70384780138716,1.0,0.1507671,0.03734015,0.3115449,-1.37207,0.4808913,2.146463,0.00044721359549995833,-9.4499,-20.215899999999998,12.22459595021364,0.004900000000000002,2.993,0.9329999999999998,45.291262135922324,0.00044721359549995833,-8.1899,-18.465899999999998,20.300700661736084,9.99999999999994e-05,17.3697,7.091700000000001,68.9988324576766
1.52828,0.0,0.0,0,345.8007,0.09213072,0.03668513,,,,1.0,0.09213072,0.03668513,4.435503e-08,-89.16915,0.4806297,1.501018,,,,,,,,,,,,,,,,
1.52828,0.00909,0.0,0,349.1012,0.09202689,0.03654423,,,,1.0,0.09202679,0.03654421,5.819513e-07,-90.39757,0.480782,2.184311,,,,,,,,,,,,,,,,
1.52828,0.01818,0.0,2,345.7662,0.09222708,0.03665862,0.6881418440263605,196443.44600408874,1722659.2504708366,1.0,0.09222878,0.0366578,1.264595e-05,-32.7136,0.4804404,1.501858,0.47229702518648153,-226800.9793,-226811.7453,2106541.085825748,0.5733111022821727,7635.1304,7633.0704,370537.3980582524,0.9007676948026054,-226800.9793,-226811.25530000002,2206993.998637602,0.7287141071778424,-226800.9793,-226811.2573,2206564.5193617432
1.52828,0.02727,0.0,4,3.136652,0.0998157,0.0379653,0.002372235232855293,39.19853611440738,427.5180011170532,1.0,0.1262861,0.03768778,0.09297704,-1.421226,0.4787507,1.657031,0.00044721359549995833,-44.363,-55.129,312.0657625859186,0.004701063709417266,12.3183,10.2583,497.97572815533977,0.00044721359549995833,-38.721,-48.997,276.8100428182172,9.99999999999994e-05,74.3326,64.0546,623.2204709087371
1.52828,0.03636,0.0,5,3.120782,0.1039577,0.03791118,0.0023685438564654024,82.22062594940823,896.7542557918847,1.0,0.122098,0.03772304,0.06078956,-1.423385,0.4785484,1.503071,0.0003605551275463592,-84.9252,-95.69120000000001,688.8277911945012,0.004701063709417266,22.796,20.736,1006.6019417475727,0.00044721359549995833,-74.2014,-84.4774,622.0844686648502,9.99999999999994e-05,140.7575,130.4795,1269.5028215606148
1.52828,0.04545,0.0,0,345.7913,0.0920689,0.03673969,,,,1.0,0.09206881,0.03673963,8.805298e-07,-55.36171,0.4806278,1.501273,,,,,,,,,,,,,,,,
1.52828,0.05455,0.0,4,3.189435,0.09098987,0.03805005,0.0024212600025606498,12.907462139301437,136.8476212609471,1.0,0.1353826,0.03757098,0.1694468,-1.408061,0.4792913,1.898368,0.00044721359549995833,-19.3743,-30.140300000000003,79.95820174623816,0.004799999999999999,5.7299,3.6698999999999997,178.15048543689318,0.00044721359549995833,-16.869,-27.145,64.15920591669911,9.99999999999994e-05,33.4161,23.1381,225.12259194395799
1.52828,0.06364,0.0,4,3.124337,0.1028674,0.03793,0.002372235232855293,65.74358315862469,717.3545098017478,1.0,0.1232353,0.03771816,0.06915594,-1.423316,0.4785909,1.547413,0.00044721359549995833,-69.3965,-80.16250000000001,544.5894482630504,0.004701063709417266,18.8036,16.7436,812.7961165048545,0.00044721359549995833,-60.6167,-70.8927,489.8861424678863,9.99999999999994e-05,115.3342,105.05619999999999,1022.1463319712004
1.52828,0.07273,0.0,4,3.129516,0.1015111,0.03793996,0.0023685438564654024,51.66708199020436,563.8027919290212,1.0,0.1245474,0.03769993,0.07941416,-1.421439,0.4786707,1.597661,0.0003605551275463592,-56.1257,-66.8917,421.32361136912505,0.004701063709417266,15.3728,13.3128,646.252427184466,0.00044721359549995833,-49.0092,-59.2852,376.9287660568314,9.99999999999994e-05,93.6024,83.3244,810.7063631056626
1.52828,0.08182,0.0,4,3.130996,0.1011174,0.03794602,0.0023685438564654024,48.19559835041993,525.9062714919878,1.0,0.12498,0.03769697,0.0826433,-1.421614,0.4786814,1.612392,0.0003605551275463592,-52.852,-63.617999999999995,390.91584618242615,0.004701063709417266,14.5254,12.465399999999999,605.1165048543688,0.00044721359549995833,-46.1459,-56.421899999999994,349.06481121058783,9.99999999999994e-05,88.2395,77.9615,758.5279237205682
1.52828,0.09091,0.0,5,3.122378,0.1034382,0.03792743,0.002372235232855293,73.8314412601095,805.4354425573149,1.0,0.1226221,0.03772781,0.0646844,-1.424576,0.4785736,1.524147,0.00044721359549995833,-77.0192,-87.7852,615.3929035853612,0.004701063709417266,20.7647,18.704700000000003,907.9951456310681,0.00044721359549995833,-67.2844,-77.5604,554.7722849357727,9.99999999999994e-05,127.8153,117.53729999999999,1143.5814360770576
1.52828,0.1,0.0,0,345.6269,0.0921972,0.03664763,,,,1.0,0.09220669,0.03664902,3.636683e-05,15.92918,0.4805264,1.503489,,,,,,,,,,,,,,,,
1.52828,0.10909,0.0,4,3.124833,0.1027064,0.03793178,0.0023685438564654024,64.00588083100256,698.391700120997,1.0,0.1233535,0.03771692,0.07021891,-1.423172,0.4786073,1.553056,0.0003605551275463592,-67.7583,-78.52430000000001,529.3730261935724,0.004701063709417266,18.3792,16.319200000000002,792.1941747572816,0.00044721359549995833,-59.1838,-69.4598,475.94200077851303,9.99999999999994e-05,112.6528,102.3748,996.0575987546214
1.52828,0.11818,0.0,4,3.148753,0.09735307,0.03798405,0.002372235232855293,27.531757745647116,299.4952988109096,1.0,0.1288181,0.03765206,0.1133804,-1.418121,0.478875,1.73468,0.00044721359549995833,-33.3349,-44.100899999999996,209.6312465168122,0.004701063709417266,9.434,7.373999999999999,357.9611650485436,0.00044721359549995833,-29.0769,-39.3529,182.9593226936551,9.99999999999994e-05,56.2648,45.9868,447.4294609846273
1.52828,0.12727,0.0,4,3.167166,0.09422072,0.03801568,0.002421776207662466,18.56839073634277,200.37174591158364,1.0,0.1320418,0.03761249,0.1404103,-1.413702,0.4790664,1.821182,0.00044721359549995833,-24.8181,-35.5841,130.52294259706485,0.0048010415536631195,7.1843,5.1243,248.75242718446603,0.00044721359549995833,-21.6293,-31.9053,110.48365122615805,9.99999999999994e-05,42.3174,32.0394,311.72796263864564
1.52828,0.13636,0.0,4,3.130095,0.1013482,0.03794948,0.002372235232855293,50.194954545875426,547.7347700936648,1.0,0.1247257,0.03770529,0.08074355,-1.422652,0.4786761,1.603747,0.00044721359549995833,-54.7377,-65.5037,408.4311722088055,0.004701063709417266,15.0136,12.9536,628.8155339805825,0.00044721359549995833,-47.7948,-58.070800000000006,365.1109381082133,9.99999999999994e-05,91.3284,81.0504,788.5814360770577
1.52828,0.14545,0.0,2,349.1488,0.09197783,0.03668579,0.7170539554315282,55746.53181845516,1077267.1289548995,1.0,0.09197992,0.03668441,2.937292e-05,-35.55654,0.4807778,2.198568,0.5211644078407504,-55754.8767,-55765.642700000004,517779.2188370797,0.5956669623203892,-55754.8767,-55756.9367,2706447.4126213593,0.9184642072503424,-55754.8767,-55765.1527,542473.731996886,0.7659357218461612,-55754.8767,-55765.1547,542368.1523642732
1.52828,0.15455,0.0,4,3.13744,0.09966844,0.03795643,0.0024181604578687468,38.284440142765575,417.5108899229704,1.0,0.1264473,0.03767633,0.09422171,-1.41938,0.4787458,1.662248,0.0003605551275463592,-43.4999,-54.265899999999995,304.0488575143971,0.0048010415536631195,12.0935,10.0335,487.06310679611653,0.00044721359549995833,-37.9666,-48.242599999999996,269.46866485013624,9.99999999999994e-05,72.9186,62.6406,609.4629305312317
1.52828,0.16364,0.0,4,3.125666,0.1025061,0.03792847,0.0023685438564654024,61.4183455878209,670.2095231905828,1.0,0.1235987,0.03770912,0.07191683,-1.422467,0.4786098,1.561354,0.0003605551275463592,-65.3192,-76.0852,506.7174438045699,0.004701063709417266,17.7519,15.691899999999999,761.7427184466019,0.00044721359549995833,-57.0508,-67.3268,455.1848968470222,9.99999999999994e-05,108.6583,98.38029999999999,957.1930336641369
1.52828,0.17273,0.0,4,3.132593,0.1007354,0.03794414,0.0024181604578687468,45.26941393579113,493.93143239839617,1.0,0.1253653,0.03768702,0.08565929,-1.420829,0.4787002,1.625789,0.0003605551275463592,-50.0916,-60.8576,365.27586847482814,0.0048010415536631195,13.809,11.748999999999999,570.3398058252427,0.00044721359549995833,-43.732,-54.007999999999996,325.57415336706896,9.99999999999994e-05,83.718,73.44,714.5359019264448
1.52828,0.18182,0.0,4,3.127911,0.1019001,0.03793425,0.0023685438564654024,55.11672852471834,601.4674927138536,1.0,0.1241907,0.03770215,0.07652412,-1.4219,0.4786421,1.58398,0.0003605551275463592,-59.3784,-70.1444,451.53631803826863,0.004701063709417266,16.2159,14.1559,687.1796116504854,0.00044721359549995833,-51.8545,-62.1305,404.61755546905414,9.99999999999994e-05,98.9295,88.6515,862.5364856976065
